text,klass
"Ya quiero que todo esto pase y todo vuelva a la normalidad, y si se puede mejor!🌎_EMO",😭
"Me canso tanto en ejercicio, que ya no quiero comer nada nunca _EMO😔",😭
"Cabe decir que mi papá cada que se bajan del carro, lo desinfecta y toma todas las medidas sanitarias que la situación lo requiere. Gracias por leerme amigos _EMO😔😔😔",😭
México 🇲🇽 24 horas 🦠🦠🦠 296 casos nuevos 😷 31 Fallecimientos 💀 No mmn! Neta si no va a cargar LV _EMO _URL,😭
📕Aprovecha esta etapa de estar en casa para mejorar tus estrategias de enseñanza 💜📚Este libro apoyará a mejorar tus estrategias docentes de los profesores 🙌 Todo un clásico en métodos de educación 🙏_EMO️Consíguelo en… _URL,❤
Ya estuvo que siempre tendré uno viviendo conmigo _EMO,🥺
"En la unidad en donde laboro, me trajeron pastel, y tacoooooos! Así empiezo mi celebración! _EMO️",❤
"_USR A mi tampoco me dejaba :( la única foa en que pude fue con el número de teléfono, de otra forma no sabría como ayudarte, lo siento _EMO",🥺
Pasar tiempo con la familia es lo mejor de la cuarentena _EMO️,❤
"Que bonito es tener con quien hablar sobre tus sentimientos sin que la otra persona se sienta incómoda, si no que te entienda perfectamente_EMO🤍",🥺
_USR _USR _USR 1- mi fav porque ese día me cantó 🥰 2- nomás porqué me gustó jaja_EMO️ _URL,❤
Ya se que _USR no le da _EMO️porque lo regañan los de la mafia🦁,❤
No se si sea yo o sea depresión por el Covid 19 pero siento a mi novio más cortante conmigo. _EMO💔,🥺
"Día 4, no no, día 9, no no, aaee ya ni me acuerdo que día es ... 😔😩_EMO",🥺
"_USR Es que ya no sé cómo decirles, además no me quiero escuchar mal, luego son bien sentidos. _EMO :(",🥺
"El amor de mi vida va a cumplir 13 años el 29 de abril, que mi gato sea eterno _EMO",🥺
"Miniatura del último que subí, vallan a verlo _EMO️ _URL",❤
¿Ya te puedes acabar pinche día culero por favor? _EMO,😭
"Le quiero hablar a mi crush, pero siempre me deja en recibido o así...¿Valdrá la pena escribirle? _EMO",🥺
"Yo era como Ana, la película de “busco novia para mi mujer” se los juro, la diferencia es que yo si iba a trabajar. Pero fuera de eso, TODO! _EMO",🥺
_USR Podrías hablarme más sobre los merenguitos?_EMO😋,🥺
Era febrero de 2002. JAJDKAKD. Tenía cuatro meses. _EMO,🥺
🎼_EMO️ Bailando en casa #bailandoencasa #QuedateEnCasa #bailecontemporaneo #AlterNativaPerformanceStudio _URL,❤
"Deja que el tiempo cure_EMO️ así podemos volver a abrazarnos, cantar juntas y tomar birrita _USR 🎶. . La Edad del Cielo - _USR ✨ en En Nuestras Casas _URL",❤
_USR Jajaja está bien bonito _EMO. Saludos Dra. Rosi 💗 _URL,😊
Esperando el atardecer 🌅😃🤩_EMO ¿Cómo va su #lunes ? 🙂 _URL,😊
Hoy es lunes de ron con coca light y pizza de salami hecha por mi _EMO️💜,❤
Le mande mensaje a la central para pedir una pasta y ni ellos me contestan jaja _EMO,🥺
Nublado. Ya que llueva. Necesito una tormenta y quedarme afuera y bañarme de cielo para que se vaya toda esta mala shit. Voy a llorar otra vez hoy 😢_EMO😔,😭
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🎬📺 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR #Monterrey 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Eres la mascota que siempre soñé: cariñoso, madrugador, terrible y travieso... Micky Reyes Orozco. _EMO️🐶 en Gran San Pedro Cholul _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Me encanta ver las historias de gente que cocina, agreguenme a close friends si no es mucha molestia porfa _EMO",🥺
"Neta uno sale por trabajo, que más quisiera estar en mi casa _EMO",🥺
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
"Lindo inicio de semana _USR 🏡 Me complacen con #SerpienteConTacon de Torai ft Río Roma, por favor Muchas gracias #ToraiMty #QuedateEnCasa _EMO️🐍👢 _URL",❤
#DiaMundialdelaActividadFisica #QuedateEnCasa #MantenteActivo #Yoga 🧘🏻‍♀️🙏_EMO️ _URL,❤
Quisiera que empezara a llover en este preciso momento!! _EMO️👌🙊,❤
"_USR _USR Ntp Fercha yo te amo como eres, la familia se acepta como tal🤣_EMO",❤
Son los que están luchando con esta pandemia y creen que ellos son los malos de la historia _EMO,🥺
Esta cuarentena sería completamente distinta con la _USR y la _USR _EMO😔,🥺
_USR _USR _USR _USR _USR _USR Cuanta razón en un tweet. _EMO,🥺
"¡Hay tantos regalos de cumpleaños todavía sin abrir, hay tantos regalos hechos a mano que Dios te ha enviado! _EMO️",❤
"Ya que se acabe la 40teeeeena!!! _EMO en Lomas Verdes, Xalapa-Enríquez _URL",😭
Ahorita estuviera llegando el cabrito y el norteño😪_EMO,😭
"Todos las #fistdate deberían de ser con #weed o chingos de alcohol, así cero hipocresía y top de sinceridad _EMO",❤
"Por segunda vez, tengo frente a mis ojos (en la Pantalla, pues) la muerte de Nairobi, ya tengo nervios de acero _EMO",😭
❎TE TOCO UN SEXENIO DONDE MANDABA LA CORRUPCIÓN! ❎LLENO DE POLÍTICOS 🐀y IRRESPONSABLES! ❎SOPORTAR UNA PANDIMIA DONDE LOS FACHOS HABLAN SOLO PARA DESTRUIR EL PAIS! _EMO️DESCUIDA DIOS ESTA CONTIGO y TE DARÁ SABIDURÍA💪🏼 #AmloElMejorPresidenteDelMundo #AMLONoEstaSolo _URL,❤
¿Cómo rayos JC se atreve a decir “Juliet i adore”? _EMO,😭
Estoy a nada de ir a preguntar que requisitos piden para sumarme al plan DN III _EMO️🇲🇽,❤
Trabaja más para que te den los pendientes de otros _EMO😔,🥺
CRUSH GAME Me ha gustado: 1. No 2. Sí 3. No 4. Sí 5. SÍ 6. Sí 7. Sí! 8. Sí 9. Sí 10. No 11. Sí 12. Sí 13. Sí 14. Nunca. 15. Sí 16. Sí _EMO Responde con un emoji para obtener las preguntas,😊
Hace un año pude ver en vivo a _USR en el _USR . Ojalá visite México en su siguiente gira. 💚🇲🇽_EMO _URL,❤
_USR Nosotras también!!_EMODeberíamos estar tragando garnachas jaja _URL,😭
"Si no tengo un hijo como Lorencito, no quiero nada 🙊_EMO",❤
Deja de escuchar ruidos para que prestes atención al susurro de Dios diciendo te amo _EMO️ _URL,❤
Nueva meta de vida hasta el 9 de abril amigos jaja porque sale rare deluxe y se nos viene tres temazo a de la reina _EMO️,❤
No he visto mi luna... extraño mi luna y además me duelen mis tripas. _EMO,😭
Saludos y bienvenidos a #Nocturno _USR _USR _USR un gran abrazo y Excelente noche.:) _EMO,😊
Estoy llorando de la emoción mañana me voy a Durango _EMO,😭
"Por que siempre sonrió... ""El bien es lento porque va cuesta arriba... El mal es rápido porque va cuesta abajo"". Alguien me lo dijo hace mucho y sonreía bastante, se que me cuida desde arriba _EMO",😊
Yo ya estoy en _USR online jaja _EMO ¡Feliz primer año!,❤
"Hoy le compré un helado al señor que pasa por mi oficina todos los días y les juro que se me hizo un nudo en la garganta ver que casi no había vendido nada, lo supe porque siempre llega con los botes medio vacíos o a la mitad y hoy tenía botes al tope y algunos sin empezar _EMO😖💔",😭
Encontré un snicker escondido entre la bolsa de jijilo. Amo dejarme esos premios de obesa _EMO,🥺
La hermosa montaña que solía estar en la cerveza Tecate _EMO️ _URL,❤
"Le avise que había llegado a casa, envío un audio: ""descansa, anoche no te deje dormir y hoy fue un día pesado, se siente bien llegar a casa y solo descansar""... _EMO",😭
"Estamos a poco que se implemente el toque de queda, empieza a llover y ahora sin luz en casi toda la mixteca... que sigue el #apocalipsis? _EMO _USR #Tlaxiaco #QuedateEnCasa",🥺
#PaseDeLista _USR 9 pm _USR 10 pm _EMO️ 🇲🇽 🙏 ⚖️ _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _URL,❤
Mis amigues me ayudan a cambiarme de isla así como me ayudarían a cambiarme de casa en la vida real. Son lo máximo _EMO🧡,🥺
Quiero dejar de hacer tarea pero si dejo de hacerla no voy a alcanzar a entregarla mañana _EMO😞,🥺
Ya me cansé y solo modifiqué el capítulo 1. _EMO No aguanto mi espalda. 🙃,🥺
¿Donde esta mi novio? _EMO️🤤🙊 #trans #transexual #tranny #travesty _URL,❤
"_USR _USR ando tomando harto jengibre con limón, pero haré lo de la cúrcuma! gracias!! _EMO️",❤
"Anillo & pulsera de frida 💖! Para estos días nada más lindo que ponerle 💖a todo , pensamientos actos y palabra 💕 TEJIDO 💯 ✋...MAGIA Y COLOR HECHO CON AMOR 💙💜 _EMO🖤💚💛🧡 ✅Disponibles en tienda online ,O en NUESTRA… _URL",❤
Ya quiero regresar...! 😂😂🤭_EMO en UNE Plantel Vallarta _URL,🥺
Ansioso por el postre que cenaré hoy con mi familia ✨🤭🥞_EMO️☕️,❤
"Para comunicarnos y elaborar un pequeño presupuesto. Somos jóvenes como ustedes, quizá nos alcance para apoyar a 4-5 familias a lo mucho, pero en esto estamos juntos todos. O si gustan apoyarnos con algunas cosas mándenme dm y nos ponemos de acuerdo para ver cómo le hacemos_EMO",😊
Tengo unas ganas inmensas de ver y abrazar a mi novia _EMO,🥺
"Nunca creas que alguien es mejor que tu, y nunca pienses que tú eres mejor que los otros. Cada uno tiene un camino a seguir y una lección para aprender. #notesientastanimportante _EMO️",❤
me hacen tan feliz los tiktoks con transiciones de Mauro_EMO😍,🥺
Nunca pensé en convertirme en eso que me parecía absurdo... en que una mujer se pudiera convertir en sumisa _EMO,🥺
Voy a iniciar con mi segundo turno & muero de sueño _EMO,🥺
Ya me hice bolita en mi cobija de ver tele.... ya.... no me llamo 😓😖_EMO,🥺
Qué onda con todas las tragedias de la casa de papel! Dejo de ser mi serie fav _EMO😤,😭
_USR Jajaja te amo flaca bella _EMO️🔥 por q me traes en chinga y no engordo de más por tu culpa jaja,❤
"Amigos y conocidos de Acapulco, necesito de su ayuda difundiendo, , si no es mucha molestia sería de gran ayuda que lo compartieran. _EMO️ Si hay algún interesado por favor de comunicarse conmigo ya sea por este medio o en este número 742 117 0430. #ayudameaayudar #ADOPTAME _URL",❤
Chequen los planes de _USR después de esta #Cuarentena _EMO️🙏😍,❤
Estaba cenando y volteo al sillón y estaba mami viéndome y me dice “te amo” _EMO🥰,🥺
"¿Cuando te veré otra vez ,mi vida, cuando? _EMO en Facultad de Derecho - UAEMéx _URL",😭
Nmms qué pedo con el horario pensé que eran las 6 o 7 _EMO,🥺
"Tenía un buen de ganas de jugar ""Turista mundial"" y mi mamá dijo que nel. _EMO",😭
"Extraño tener que dormir en el único lugar disponible del hospital. Ya acabate, pandemia _EMO _URL",🥺
"_USR _USR Pues somos de I.E.R. no?! 😎, esta noticia me pegó... _EMO Quién cuida de los que nos cuidan?! ... Enfermeras, Doctores, Policías, rescatistas, bomberos...",🥺
"Según hoy empezaba la dieta y pues me tragué unas donitas y un bolillo 🤔, pésimo inicio, pésima cuarentena, pésimo no ir al gym _EMO",🥺
100 días juntos de muchos que nos esperan _EMO️ _URL,❤
"""-Ya no tengo la fuerza para estar lejos de ti, Bella -No lo hagas."" _EMO",😭
En mood de saludables ya terminamos nuestro rompecabezas 🧩_EMO️ _URL,❤
_USR Y será mi imaginacion o se ruborizo Amelia seguida de Luisita? Bua creo es mi imaginacion 🥰_EMO🥰,🥺
No mamen estoy que me lleva la boa de aburrido 🤮🤢 ahora ni haber ejercicio al parque puedo! Urge irme a la boa de aquí y no encuentro depa_EMO,😭
Necesito con todo mi ser empezar a montar otra vez_EMO🐴,🥺
¿Recuerdas cuando te uniste a Twitter? ¡Yo sí! #MiAniversarioDeTwitter ojitooo _EMO _URL,🥺
Que bonito Es andar en bici sin preocuparte de que te aviente un carro. _EMO,🥺
"Tarde de crepas_EMO😋 (@ Kaaler - Crepas & Karaoke in Tlalnepantla, Estado de México w/ _USR _URL",😊
Hace rato iba caminando por la calle y empecé a toser porque se me atoró el chicle que traía _EMO senti que me iba a morir y la gente nomas volteó a verme feo ☹️,🥺
Todas las noche digo «Mañana me voy a tomar fotos bonitas y las voy a subir» pero me acuerdo en la noche y vuelvo a decir lo mismo. _EMO,🥺
_USR Yo me baño hasta 3 veces al día si salgo a reportear _EMO,😭
"_USR Pobre pau! JAJAJAJA pero esta dura la situación , LOS AMO! _EMO️",❤
"‼ #bodypositive es la respuesta para lograr #resultados ‼🥰 🙊⁉️Alguna vez haz sentido la #incomodidad de no poder estar en tu #ropa cómodo⁉️🙈 _EMOA mi me pasó que ya mis #uniformes no me quedaban, me sentía muy… _URL",🥺
Esta foto me toca mis fibras más sensible en especial por mi hermano que es médico y todos los médicos/doctores/enfermeras que están en los hospitales ayudando._EMO😓,😭
"_USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR _USR En la madre, pues parece que no están haciendo pruebas 😩😩_EMO",🥺
_USR _USR _USR No esta mal disfrutar como niños _EMO️🙃,❤
"¿Quién dijo que todo está perdido? 💛💙_EMO️ Dia 8 de #CuarentenaFotográfica #CuarentenaPositiva #QuedateEnCasaYa Alimentando la creatividad, ideando posibilidades 🤯 _URL",❤
Diosito perate aún no voy a un concierto de Adele _EMO,🥺
Su papá y yo hacemos videollamada cuando estoy de servicio solo por que quería verlo _EMO♥️🐾 _URL,🥺
Que ya se acabe esta cuarentena que ya quiero saliiiiir_EMO,🥺
Mi perro no entiende que sus más de 20 kilos sí me dejan sin aire cuando se sienta sobre mi espalda _EMO️😖,❤
Mi mejor momento del día siempre es la compañía de mi amor bello cami _EMO️,❤
"Mira _USR es mañana _EMO️😍🌕! Tómale muchas fotos en mi honor, estoy segura que por allá será fenomenal. _URL",❤
_USR Sí!! Muchas Gracias! Solo una sacudida!! Cuídense mucho! Un abrazote!!! _EMO️,❤
_EMO⚽️ ¡Que te quedes en casa terco que queremos fútbol de nuevo! #stayhome _USR en Estadio Olimpico Saltillo _URL,🥺
"_USR Eh we que tienes, gatitos y perritos merecen amor_EMO",🥺
"Pensé que la 40tena iba hacer peor, tengo a mis amigos, mi xbox, mi mini gym, y mi familia sana _EMO️",❤
"Me afecta un chingo la Luna ;( en lugar de que sea mi AMIK, siempre me pasa a chingar _EMO",😭
_USR se nos cayó el evento _EMO🦈 Posdata te amo! _URL,🥺
"🏀_EMO “Al contrario, me pidió que me preparara y los guiara a conquistar la tierra que él prometió dar a los antepasados de ustedes.” Deuteronomio 10:11 Ésta foto simplemente me encantó, estaba jugando con mi… _URL",🥺
"_USR El combo lunes _EMO los nachos, las palomitas mixtas, los Tostitos, el baguette, las crepas. 😔 ya regresa _USR",🥺
"Aniversario de CNCO ALBUM _EMO️ Un día como hoy específicamente hace 2 años, se estrenó en todas las plataformas digitales el nuevo ""CNCO ALBUM"" con canciones espectaculares...🔥🎼 Aquí abajo, les dejo el link para que lo vayan a escuchar... 👇🏻 _URL",❤
Haha que inocente yo al creer que para cuando acabará mi mudanza iba a poder armar peda en el depa.... CUAK #covid19prix0 pero cuando pase esto lo reponemos y celebramos _EMO,🥺
"2019 fue un año muy difícil para mi, desde recibir la noticia de que me operarían, hasta la pérdida de mis mascotas... pero el siempre estuvo ahí _EMO cada fin de semana... gracias😔🤍",🥺
"Yo no entiendo como es que existen personas que te rompen el corazoncito, aún sabiendo que las quieres mucho _EMO",😭
_EMO⚽️ ¡Que te quedes en casa terco que queremos fútbol de nuevo! #stayhome _USR _URL,🥺
_USR Todos en casa por la pandemia y tiembla. _EMO _URL,🥺
"Pedí tacos para cenar, repito, pedí tacos para cenar y apenas es 06 de abril y ya estoy cenando tacos, saben lo que voy a subir de peso _EMO",😭
"_USR _USR Gracias, niño! Se te quiere montones... y gracias por compartir el enlace!! Abrazote a la distancia! 🖖🏼_EMO️",❤
"Hacer ejercicio en casa & el refri lleno. Es como ir a la Villa: 3 pasos adelante, 2 Atrás _EMO...",😭
"Ponte guapo/a para ti, sonríe para ti, haz planes para ti...y si alguien quiere compartirlo contigo, bien, y sino, más para ti._EMO️",❤
Fin de la tercera temporada de #ThisIsUs más dudas y preocupaciones.... que respuestas 🤧_EMO,🥺
Entre ayer y hoy vi la Trilogía de The Dark Knight 😍_EMO,😊
"_USR No entiendo por que, si estás hermosa sin ellos_EMO",🥺
LA VERDAD NOS CONVIERTE EN SERES HUMANOS COMPLETAMENTE LIBRES!!! #elevatuverdad #vivelibre #vivefeliz _EMO️💋🙌🏽,❤
Todos encerraditos y felices ! Amo a mis tres razones de vivir ! 🥰_EMO️😘 #myfamilylove,❤
"Quiero unas quekas y un clamato preparado, pofavo _EMO",🥺
"En el #DiaInternacionalDelDeporte y en estas fechas, a botar el balón en casa, pronto nos veremos en las canchas de todo el país _USR _USR _USR 🏀✌🏻_EMO️🏠 _URL",❤
Se me antojo una paleta de jijilo con chamoy y tajin _EMO pero si sigo tragando me voy a poner mas puto cerdo alv _URL,😭
"Pinche 2020, o sea que esté año tampoco me voy a operar mi nariz? _EMO😪",😭
Me han asignado: 🎬 Álex de la Iglesia _EMO️ Película que amo: El Día de la Bestia 🤮 Película que odio: The Oxford Murders 🤔 Película sobrevalorada: Perfectos Desconocidos 😕 Película infravalorada: Crimen Ferpecto ✨”Me gusta” y te asigno un director,❤
"Se ve dócil, pero bien entrenado 😈 _EMO️ y 🔁 para más 🌚 _URL",❤
"_USR Lindo cuento! Gracias x compartir el espacio de mis PEQUES Adorados! Linda noche! LQ.:) Asi es, no todo lo que brilla es oro. _EMO",😊
"ya mañana cmplo 14 dias que me vine y dije regreso en 15 dias,creo que sera hasta mayo _EMO",😭
La perra re Belinda haciendo videollamada con Maluma y Jared Leto y uno aquí solo _EMO,😭
_USR _USR _USR _USR Ajaja ! Y no olvide ud. Que si creò “”” empresas “”” Que las d los hijos no cuentan 😅😅😅😅😅😅Rio para no llorar 😢 _EMO🤷‍♀️🤦🏼‍♀️⚡️⚡️⚡️,😭
"¿De qué sirve esforzarse tanto haciendo ejercicio en casa por la cuarentena, si nadie va a manosear los resultados? _EMO",🥺
Jack _EMO️ el príncipe de la casa 🥰 uno de mis compañeros de esta cuarentena que impiden que me levante tarde y que me vuelva loca. en Puebla City _URL,❤
"Corramos juntos vamonos de aquí, a donde tú quieras_EMO️.",❤
"_USR Vamos a salir con ganas de ir al cine, de comer en restaurantes y con un renovado amor por el hogar. Estaremos greñudos, pero sin duda, será un gran día. _EMO",😊
¡Qué bonitos son los Principios de Yogyakarta! 🧡_EMO️💛💚💙💜🤎🤍🖤,❤
Me han asignado: 🎬 Ron Howard _EMO️ Película que amo: Rush 🤮 Película que odio: Inferno 🤔 Película sobrevalorada: The Da Vinci Code 😕 Película infravalorada: The Missing ✨”Me gusta” y te asigno un director,❤
Gracias Tesorito _EMO️ Te queremos _USR #QuedateEnCasaYa _URL,❤
"_USR _USR Jajaja -Rio para no llorar !🤷‍♀️Buenoooo , bien Claro dijo ; salvar al “” pueblo”” q tal q aunque sea salva un pueblecito d nuestro GRAN PAÍS !!! 😫😩😢_EMO",😭
"_EMO Básicamente inicie este hilo porque quiero que sepan que daría lo que fuera en estos momentos por poder estar con mis papas y mi hermana; por poder besar y abrazar a mi mamá, por poder ver reír a mi papá...",🥺
"_EMO Perdón; nunca había escrito un hilo tan largo, pero estoy enojada, estoy triste, quiero que esto termine, quiero que volvamos a ser felices y yo quiero volver a sonreír. ✨💖",🥺
No les había contado pero Jenny me marcó en mi cumpleaños por videollamada y me di cuenta cuanto la extrañaba _EMO,🥺
Okey ya estoy obsesionado con hacerme cada vez mas tatuajes semana tras semana jaja_EMO,🥺
Me siento bien que precioso con estas fotitos que me tome hoy _EMO🌟 #CuarentenaObligatoriaYa #QuedateEnCasa #QuarentineLife _URL,❤
"Dia y de cuarentena: Ya perdi dos citas de depilacion laser, una porque se me olvido la otra por la cuarentena... como le explico a mi esposo que no soy lampiña natural_EMO",🥺
"Mi México _EMO️🇲🇽 Vamos a salir de esta! No por ayuda del gobierno, por nosotros mismos, porque nosotros sabemos chingarle y siempre salir adelante 😎",❤
"A entrenar en casa y mejorar para la liga de este año_EMO️🏀😍, nos veremos pronto en todo el país, con más ánimos, fuerza y ganas de jugar. _USR _USR _USR _URL",❤
"_USR _USR También las sigo a ambas _EMO️ Son las más genial, bellas, empoderadas y shingonas del internets 😘",❤
Este mes celebremos juntos nuestro aniversario 🙌🎉_EMO 1 año apoyando a _USR 🎶💖 y vamos por más!! (Vídeo completo en nuestra página Facebook) #SomosChicasKawaiideMauren #AniversarioClub #MaurenMendo _URL,❤
"_USR _USR _USR Gracias, hermosa! Aquí estamos para ustedes!! 🖖🏼_EMO️",❤
"_USR _USR Yo también las sigo amabas. _EMO️ Son las más bellas, divertidas, empoderadas y chingonas del internets 😘",❤
Que te vaya bien _EMO️ Pero que sea porque lo quieres,❤
"Si tan solo hubiera una sola oportunidad de volver a vivir un día de aquel ciclo escolar 2011-2012, sería totalmente feliz _EMO",❤
"POBRE MUJER, POR ALGO PONE LA BANDERA GRINGA Y ATACA A CUBA, E IGUAL DE PEOR Y DESPRESTIGIADA LA BANDERA ESPAÑOLA, LE FALTA LA DE ISRAEL PARA TENER BANDERAS DE LAS MÁS DELEZNABLES RAZAS DEL MUNDO! LOS CUBANOS TIENEN CALIDAD DE EDUCACIÓN._EMO",😊
"Me ENCANTA el ""ha respondido a su historia"" _EMO️ [solo la de él obvio] 🥰🧔🏻",❤
🔖 Yo solo tengo ( ) años y ya he: 🔞: No 💢: Casi 💨: No 🙊: Si ✨: Si 💥: No 🤨: No 🤔: No 😶: Si 😳: No 🙄: Si 😵: Si 🥴: No _EMO: Si Mándame un emoji y te mando las preguntas,❤
Confirmen si ya a todos nos pegó la nostalgia con nuestras actividades que solíamos hacer antes de la cuarentena._EMO,😭
Por eso no quería encariñarme con un gato callejero. No ha venido y estoy súper preocupado. _EMO,😭
_USR Mi roomie y yo nos volteamos a ver y nos quedamos sentadas esperando el momento de huir. _EMO,😭
"Ay AMIKOS, aprender a meditar, ha sido de lo mejor que me ha pasado ✨_EMO haganloooooooooo",😭
"_USR _USR _USR Pues si, así cualquier pequeño temblor es un sismo _EMO",😭
"No creo poder con esta gran prueba que está pasando, me estoy enfriando poco a poco _EMO",🥺
"Ayer que vi el castillo vagabundo recordé que la primera vez que lo vi pensé "" obvio no existen los hombres como Howl"" pero ahora creo sí, solo que en ese momento de mi vida no me rodeaba con la gente bien khepreciosa con la que ahora me junto 🌟_EMO️",❤
Que faltaba qué? Con el #Temblor y el #Covid_19 podemos ir en paz. 😂_EMO,😭
Ahora un poema para ti _EMO️ Mamita chula cuerpo de uva toma mi verg4 que es toda tuya 🥰,❤
Hace 11 días me caí de las escaleras súper feo y aún no se me bajan mis moretones de la nalga _EMO,🥺
Traigo ganitas de una dona así sencillita con azúcar nadamás. _EMO,😊
La mejor dinámica de puntito de la vida _EMO️ puso feliz a mi corazón chilango. Invítenle una chela a este vato.,❤
Igual se ponen a ver sus fotos en el estadio para seguir extrañando? _EMO,😭
"_USR Gracias Katan, abraza a tu madre hermosa y no le permitas que salga... _EMO",🥺
_USR Pues yo doy clases en línea y me l pasé revisando tareas así que... pues no me queda muuuucho tiempo para todo lo que en redes me sugieren hacer _EMO,🥺
_USR Uno de los responsables de la obra está en el gabinete del vgt _EMO,😊
"Eres hermoso Coraje… con todas tus imperfecciones, lograras lo que quieras. Te lo juro por Dieguito Maradona. _EMO #somewhere #someday #somebody _URL",🥺
"Sólo por ti convenzo a las estrellas para que dibujen en el cielo infinito algo que se parezca a ti... ""Ese instante de felicidad"" Federico Moccia. #BuenasNoches🙏🌎🌙😙_EMO _URL",❤
_USR Y para estas respuestas les pagamos tanto!.._EMO Sabe en qué contexto se le pregunta y sale con esta bobada..😠,😭
"Será buena idea regalarle algo de cumpleaños, llevo pensando esto desde hace meses. En Cancún vi varias opciones pero aún no se _EMO",🥺
Creo que mi problema es que no me dejo querer por nadie. _EMO,🥺
Bendita sea mi jefa que me mando kilos de trabajo _EMO💖🥰,🥺
Algo me dice que le urgen carnitas a mi vida _EMO. Estas son las del Mercado de #Tlacoquemecatl. Sufran conmigo otra vez (y anótenlas en su lista de lugares para ir corriendo cuando todo pase). Gracias. _URL,🥺
Que vchingon es ver qué les gusto tanto algo nuevo _EMO👌🏽 gracias. Lo subiremos cada lunes !,🥺
"Viaje aJapón, certificación ON, crecimiento laboral y artístico _EMO️💅✨ Fue el inicio de todo. Y vamos por más! #NuncaOlvidar",❤
"Sentí tan feo cuando mi crush me dijo ""yo fui a ver a mi chava"", pero era una bromita de un vídeo jeje. _EMO",🥺
"YA SE ARMÓ ⚽️🦅_EMO️ #Reynosa y #Gavilanes a la liguilla, la temporada de la Liga Premier ya terminó... Solo es cuestión que lo hagan oficial... _USR",❤
¿Quien me da unas embestidas en el metro? RT🔄 FAV_EMO️ _URL,❤
🤣🤣🤣🤣🤣 mi hermana esta con la bendicion vistiéndola y molestandola y le tomo una foto bien cagada 🤣🤣🤣🌚🌚 se ve bien khe prezioza mi Bb _EMO️,❤
"Luna llena, #LunaRosa desde la #CDMX _EMO️👣🍃 #Cybershot400v _URL",❤
_USR Y yo extaño que me consientas en mis embarazos falsos y tambien a toda tu persona. Cuando regresemos compraremos la bolsa de churritos más grande que hay y unas gorditas o chilaquiles _EMO️🤤,❤
Y pensar que hoy sería nuestro ensayo para la misa del sábado de Vigilia Pascual #SemanaSanta #SemanaSantaEnCasa #COVID19 _EMO🙏,😭
Muchas veces pedí que no me soltaras y no te imaginas como duele el saber que lo hiciste💔_EMO,😭
Me puse a ver unas fotos y ya me puse de chillona😔💔_EMO,😭
Los mensajes de su novia // Yo queriendo llamar la atención porque obvio no me podía quedar atrás #LaExtraño _EMO♥️ _URL,🥺
"_USR _USR _USR Además, puedes poner fresas, crema batida en bote, etc... Y eso termina en algo locochon _EMO️🍩🤯💏🔥🌡️🤒🥵",❤
Cuando me siento chavita bien… pero y bien perreadora. ✨🔥_EMO️,❤
"Día de cuarentena #¿? Ya me chingue todo el maquillaje que tenía haciendo pruebas con mi hermana, con mi mamá y con mi abuela _EMO",😭
Recordar es volver a vivir _EMO️ #IslaReality #bestshowever,❤
"¡Gracias a todos por asistir! _EMO️ Tuvimos más de 150 participantes entre las plataformas de #Zoom #InstaLife en ⚡️_USR _USR y _USR Sigan al pendiente, pronto nuevas fechas con muchos más temas de #Copyright ... En otro #post el #BehindTheScenes _URL",❤
_USR _USR _USR _USR _USR Jajaja Soy más nicolaíta que los tigres 😌_EMO️,❤
_USR mis jefes no son core_EMO y nosotros inmunes o que 😤,😭
